Week,VOLUME_OF_SALES,ACTUAL_PRICE,COMPETITOR1_PRICE,COMPETITOR2_PRICE,COMPETITOR3_PRICE,COMPETITOR4_PRICE,COMPETITOR5_PRICE,COMPETITOR6_PRICE,COMPETITOR7_PRICE,Promotion A dummy,Promotion B dummy,Promotion C dummy,Promotion D dummy,Promotion E dummy,Week from promotion start,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Promotion A dummy Week 1,Promotion A dummy Week 2,Promotion A dummy Week 3,Promotion A dummy Week 4,Promotion A dummy Week 5,Promotion A dummy Week 6,Promotion A dummy Week 7,Promotion B dummy Week 1,Promotion B dummy Week 2,Promotion B dummy Week 3,Promotion B dummy Week 4,Promotion B dummy Week 5,Promotion B dummy Week 6,Promotion B dummy Week 7,Promotion C dummy Week 1,Promotion C dummy Week 2,Promotion C dummy Week 3,Promotion C dummy Week 4,Promotion C dummy Week 5,Promotion C dummy Week 6,Promotion C dummy Week 7,Promotion D dummy Week 1,Promotion D dummy Week 2,Promotion D dummy Week 3,Promotion D dummy Week 4,Promotion D dummy Week 5,Promotion D dummy Week 6,Promotion D dummy Week 7,Promotion E dummy Week 1,Promotion E dummy Week 2,Promotion E dummy Week 3,Promotion E dummy Week 4,Promotion E dummy Week 5,Promotion E dummy Week 6,Promotion E dummy Week 7,TYPE_OF_PROMOTION_2,DISCOUNT1_ACTUAL_PRICE,BASE1_ACTUAL_PRICE,BASE2_ACTUAL_PRICE_x,DISCOUNT2_ACTUAL_PRICE_x,BASE2_ACTUAL_PRICE_HP_C,BASE2_ACTUAL_PRICE_HP_T,Intercept model 3,Model 3 smoothed volumes,DISCOUNT1_VOLUME_OF_SALES,BASE1_VOLUME_OF_SALES,BASE2_VOLUME_OF_SALES,DISCOUNT2_VOLUME_OF_SALES,Model 3 smoothed volumes filtered,trend,BASE2_ACTUAL_PRICE_HP_T ON PROM,id.1,Competitor1_Price_Impact,Competitor2_Price_Impact,Competitor3_Price_Impact,Competitor4_Price_Impact,Competitor5_Price_Impact,Competitor6_Price_Impact,Price_Diff_1,Price_Diff_2,Price_Diff_3,Price_Diff_4,Price_Diff_5,Price_Diff_6,Price_Relative_Diff__1,Price_Relative_Diff__2,Price_Relative_Diff__3,Price_Relative_Diff__4,Price_Relative_Diff__5,Price_Relative_Diff__6,Price_log_Diff_1,Price_log_Diff_2,Price_log_Diff_3,Price_log_Diff_4,Price_log_Diff_5,Price_log_Diff_6,Unnamed: 0_y,DISCOUNT2_ACTUAL_PRICE_y,BASE2_ACTUAL_PRICE_y,TYPE_COMPETITOR1_PRICE_3,TYPE_COMPETITOR2_PRICE_3,TYPE_COMPETITOR3_PRICE_3,TYPE_COMPETITOR4_PRICE_3,TYPE_COMPETITOR5_PRICE_3,TYPE_COMPETITOR6_PRICE_3,TYPE_COMPETITOR7_PRICE_3,BASE2_COMPETITOR1_PRICE,BASE2_COMPETITOR2_PRICE,BASE2_COMPETITOR3_PRICE,BASE2_COMPETITOR4_PRICE,BASE2_COMPETITOR5_PRICE,BASE2_COMPETITOR6_PRICE,BASE2_COMPETITOR7_PRICE,DISCOUNT2_COMPETITOR1_PRICE,DISCOUNT2_COMPETITOR2_PRICE,DISCOUNT2_COMPETITOR3_PRICE,DISCOUNT2_COMPETITOR4_PRICE,DISCOUNT2_COMPETITOR5_PRICE,DISCOUNT2_COMPETITOR6_PRICE,DISCOUNT2_COMPETITOR7_PRICE,BASE1_COMPETITOR1_PRICE,BASE1_COMPETITOR2_PRICE,BASE1_COMPETITOR3_PRICE,BASE1_COMPETITOR4_PRICE,BASE1_COMPETITOR5_PRICE,BASE1_COMPETITOR6_PRICE,BASE1_COMPETITOR7_PRICE,DISCOUNT1_COMPETITOR1_PRICE,DISCOUNT1_COMPETITOR2_PRICE,DISCOUNT1_COMPETITOR3_PRICE,DISCOUNT1_COMPETITOR4_PRICE,DISCOUNT1_COMPETITOR5_PRICE,DISCOUNT1_COMPETITOR6_PRICE,DISCOUNT1_COMPETITOR7_PRICE,time_from_prev2,time_from_prev_A,time_from_prev_B,time_from_prev_C,time_from_prev_D,time_from_prev_E,LAST_DISCOUNT,VOLUME_LAG1,VOLUME_LAG2,VOLUME_LAG3,VOLUME_AVGLAG2,VOLUME_AVGLAG3,BASE2_ACTUAL_PRICE_PROM,VOLUMES_LAST_PROM,TIME_LAST_PROM,AVG_VOL_LAST_PROM,COMPETITORS,COMP_1_only,COMP_2_only,COMP_2,COMP_3,COMP_4,COMP_5,COMP_6,COMP_7
45,135828,0.868,0.668,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.225345828,1.1205,1.1382,0.237392374,0.002404275,1.135795725,57539.03032,59451.49886,-1.64,51450,50272.8,-1.701818876,52470.70764,52470.70764,1.135795725,44,-0.039969123,0,0,0,0,0,0.2,0.868,0.868,0.868,0.868,0.868,0.299401198,0,0,0,0,0,0.261903541,0,0,0,0,0,44,0.235778071,1.135795725,0,0,0,0,0,0,0,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.668,0,0,0,0,0,0,0,0,0,0,0,0,0,5,37,20,5,0,0,0.257338187,51360,51852,47808,51606,50340,-0.2702,95628,2,47814,1,1,0,0,0,0,0,0,0
46,60540,0.974,0.682,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.130745203,1.1205,1.1384,0.144413212,0.000964192,1.137435808,57370.65135,45955.60314,-0.176676385,51450,49185.6,-0.230848053,52039.6076,52039.6076,1.137435808,45,-0.037810735,0,0,0,0,0,0.292,0.974,0.974,0.974,0.974,0.974,0.428152493,0,0,0,0,0,0.356381646,0,0,0,0,0,45,0.14368794,1.137435808,0,0,0,0,0,0,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,0.682,0,0,0,0,0,0,0,0,0,0,0,0,0,1,38,21,1,0,0,0.235778071,135828,51360,51852,93594,79680,-0.1644,95628,2,47814,1,1,0,0,0,0,0,0,0
47,107772,0.877,0.539,0,0,0,0,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.217313699,1.1205,1.1386,0.229755841,0.002240707,1.136359293,57481.17168,65698.58686,-1.094693878,51450,48098.4,-1.240656654,51723.45305,51723.45305,1.136359293,46,-0.268755737,0,0,0,0,0,0.338,0.877,0.877,0.877,0.877,0.877,0.627087199,0,0,0,0,0,0.486791421,0,0,0,0,0,46,0.22823705,1.136359293,1,0,0,0,0,0,0,0.68426461,0,0,0,0,0,0,0.212293034,0,0,0,0,0,0,0.7,0,0,0,0,0,0,0.23,0,0,0,0,0,0,1,39,22,1,0,0,0.235778071,60540,135828,51360,98184,82576,-0.2616,95628,2,47814,1,1,0,0,0,0,0,0,0
48,64740,1.035,0.698,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.076305221,1.1205,1.1388,0.091148577,0.006705155,1.132094845,57918.98106,38258.42486,-0.258309038,51450,47011.2,-0.377118644,51404.56975,51404.56975,1.132094845,47,-0.738792997,0,0,0,0,0,0.337,1.035,1.035,1.035,1.035,1.035,0.482808023,0,0,0,0,0,0.393937603,0,0,0,0,0,47,0.085765646,1.132094845,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,0.698,0,0,0,0,0,0,0,0,0,0,0,0,0,1,40,23,1,0,0,0.235778071,107772,60540,135828,84156,101380,-0.1038,95628,2,47814,1,1,0,0,0,0,0,0,0
49,45924,1.139,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,1.139,0,0.014604802,1.124395198,57210.06359,45924,0,45924,45924,0,45924,52362.79686,1.139,48,0.162668667,0,0,0,0,0,0.474,1.139,1.139,1.139,1.139,1.139,0.712781955,0,0,0,0,0,0.538118923,0,0,0,0,0,48,0,1.139,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,0.665,0,0,0,0,0,0,0,0,0,0,0,0,0,1,41,24,1,0,0,0.235778071,64740,107772,60540,86256,77684,0,174312,4,43578,1,1,0,0,0,0,0,0,0
50,51132,1.1,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1,1.1,0,-0.013683602,1.113683602,61213.99721,51132,0,51132,51132,0,51132,54563.35902,1.1,49,0.092820762,0,0,0,0,0,0.428,1.1,1.1,1.1,1.1,1.1,0.636904762,0,0,0,0,0,0.492807118,0,0,0,0,0,49,0,1.1,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,0.672,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42,25,2,0,0,0.235778071,45924,64740,107772,55332,72812,0,174312,4,43578,1,1,0,0,0,0,0,0,0
51,60144,1.175,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.175,1.175,0,0.073156214,1.101843786,53514.12487,60144,0,60144,60144,0,60144,57327.60122,1.175,50,0.253293228,0,0,0,0,0,0.473,1.175,1.175,1.175,1.175,1.175,0.673789174,0,0,0,0,0,0.515090023,0,0,0,0,0,50,0,1.175,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43,26,3,0,0,0.235778071,51132,45924,64740,48528,53932,0,174312,4,43578,1,1,0,0,0,0,0,0,0
52,57300,1.065,0.683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.065,1.065,0,-0.02439112,1.08939112,64807.27097,57300,0,57300,57300,0,57300,59633.7325,1.065,51,0.572373087,0,0,0,0,0,0.382,1.065,1.065,1.065,1.065,1.065,0.559297218,0,0,0,0,0,0.444235219,0,0,0,0,0,51,0,1.065,1,0,0,0,0,0,0,0.711411366,0,0,0,0,0,0,0.03993662,0,0,0,0,0,0,0.68425,0,0,0,0,0,0,0.001826818,0,0,0,0,0,0,4,44,27,4,0,0,0.235778071,60144,51132,45924,55638,52400,0,174312,4,43578,1,1,0,0,0,0,0,0,0
53,76728,0.959,0.649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.959,0.959,0,-0.125156595,1.084156595,75689.75721,76728,0,76728,76728,0,76728,60741.60183,0.959,52,-0.146819838,0,0,0,0,0,0.31,0.959,0.959,0.959,0.959,0.959,0.477657935,0,0,0,0,0,0.390458358,0,0,0,0,0,52,0,0.959,1,0,0,0,0,0,0,0.718223257,0,0,0,0,0,0,0.096381252,0,0,0,0,0,0,0.68425,0,0,0,0,0,0,0.051516259,0,0,0,0,0,0,5,45,28,5,0,0,0.235778071,57300,60144,51132,58722,56192,0,174312,4,43578,1,1,0,0,0,0,0,0,0
54,62268,1.109,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.109,1.109,0,0.017467911,1.091532089,60290.01253,62268,0,62268,62268,0,62268,59677.6849,1.109,53,-0.842128011,0,0,0,0,0,0.357,1.109,1.109,1.109,1.109,1.109,0.474734043,0,0,0,0,0,0.388477663,0,0,0,0,0,53,0,1.109,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,6,46,29,6,0,0,0.235778071,76728,57300,60144,67014,64724,0,174312,4,43578,1,1,0,0,0,0,0,0,0
55,60816,1.124,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.124,1.124,0,0.019606177,1.104393823,58750.03806,60816,0,60816,60816,0,60816,57067.09722,1.124,54,1.425674785,0,0,0,0,0,0.397,1.124,1.124,1.124,1.124,1.124,0.54607978,0,0,0,0,0,0.435722553,0,0,0,0,0,54,0,1.124,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,0.727,0,0,0,0,0,0,0,0,0,0,0,0,0,7,47,30,7,0,0,0.235778071,62268,76728,57300,69498,65432,0,174312,4,43578,1,1,0,0,0,0,0,0,0
56,61272,1.139,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.139,1.139,0,0.021635193,1.117364807,57210.06359,61272,0,61272,61272,0,61272,53793.9858,1.139,55,-6.053862304,0,0,0,0,0,0.445,1.139,1.139,1.139,1.139,1.139,0.641210375,0,0,0,0,0,0.495434003,0,0,0,0,0,55,0,1.139,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,0.694,0,0,0,0,0,0,0,0,0,0,0,0,0,8,48,31,8,0,0,0.235778071,60816,62268,76728,61542,66604,0,174312,4,43578,1,1,0,0,0,0,0,0,0
57,66060,1.167,0.697,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,-0.059704881,1.10125,1.1388,-0.024762908,0.01177133,1.12702867,58439.09979,-13295.47962,-0.111223254,59448,58764,-0.124157648,51117.38796,51117.38796,1.12702867,56,0.055318411,0,0,0,0,0,0.47,1.167,1.167,1.167,1.167,1.167,0.674318508,0,0,0,0,0,0.515406222,0,0,0,0,0,56,-0.035466117,1.12702867,0,0,0,0,0,0,0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.697,0,0,0,0,0,0,0,0,0,0,0,0,0,9,49,32,9,0,0,0.235778071,61272,60816,62268,61044,61452,0.0282,174312,4,43578,1,1,0,0,0,0,0,0,0
58,147216,0.885,0.69,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.196367764,1.10125,1.1386,0.222729668,0.006467442,1.132132558,57915.10927,119920.768,-1.476382721,59448,56256,-1.616894198,51044.14241,51044.14241,1.132132558,57,-0.008174914,0,0,0,0,0,0.195,0.885,0.885,0.885,0.885,0.885,0.282608696,0,0,0,0,0,0.248896047,0,0,0,0,0,57,0.218289419,1.132132558,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50,33,10,1,0,0.235778071,66060,61272,60816,63666,62716,-0.2536,174312,4,43578,1,1,0,0,0,0,0,0,0
59,84660,0.921,0.702,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.163677639,1.10125,1.1384,0.190969782,0.005799247,1.132600753,57867.04206,34667.0852,-0.424101736,59448,53748,-0.575128377,49139.80112,49139.80112,1.132600753,58,-0.040927781,0,0,0,0,0,0.219,0.921,0.921,0.921,0.921,0.921,0.311965812,0,0,0,0,0,0.271526632,0,0,0,0,0,58,0.186827311,1.132600753,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.702,0,0,0,0,0,0,0,0,0,0,0,0,0,1,51,34,11,1,0,0.218289419,147216,66060,61272,106638,91516,-0.2174,174312,4,43578,1,1,0,0,0,0,0,0,0
60,68460,1.111,0.741,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,-0.008853575,1.10125,1.1382,0.023897382,0.009195721,1.129004279,58236.27391,27363.53213,-0.151594671,59448,51240,-0.336065574,47857.57859,47857.57859,1.129004279,59,-0.290329218,0,0,0,0,0,0.37,1.111,1.111,1.111,1.111,1.111,0.499325236,0,0,0,0,0,0.405015164,0,0,0,0,0,59,0.015947043,1.129004279,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,35,12,1,0,0.218289419,84660,147216,66060,115938,99312,-0.0272,174312,4,43578,1,1,0,0,0,0,0,0,0
61,48732,1.138,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.138,1.138,0,0.015505914,1.122494086,57312.72856,48732,0,48732,48732,0,48732,48203.41777,1.138,60,0.023415618,0,0,0,0,0,0.402,1.138,1.138,1.138,1.138,1.138,0.546195652,0,0,0,0,0,0.435797496,0,0,0,0,0,60,0,1.138,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,0.736,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,36,13,1,0,0.218289419,68460,84660,147216,76560,100112,0,146388,4,36597,1,1,0,0,0,0,0,0,0
62,50052,1.101,0.704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.101,1.101,0,-0.014140696,1.115140696,61111.33224,50052,0,50052,50052,0,50052,49133.85692,1.101,61,-1.60513834,0,0,0,0,0,0.397,1.101,1.101,1.101,1.101,1.101,0.563920455,0,0,0,0,0,0.447195781,0,0,0,0,0,61,0,1.101,1,0,0,0,0,0,0,0.7330588,0,0,0,0,0,0,0.039640477,0,0,0,0,0,0,0.717375,0,0,0,0,0,0,0.018644363,0,0,0,0,0,0,2,54,37,14,2,0,0.218289419,48732,68460,84660,58596,67284,0,146388,4,36597,1,1,0,0,0,0,0,0,0
63,63720,1.088,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.088,1.088,0,-0.022565221,1.110565221,62445.97678,63720,0,63720,63720,0,63720,49658.29255,1.088,62,0.083226914,0,0,0,0,0,0.368,1.088,1.088,1.088,1.088,1.088,0.511111111,0,0,0,0,0,0.412845215,0,0,0,0,0,62,0,1.088,1,0,0,0,0,0,0,0.734593584,0,0,0,0,0,0,0.019866201,0,0,0,0,0,0,0.717375,0,0,0,0,0,0,-0.003659174,0,0,0,0,0,0,3,55,38,15,3,0,0.218289419,50052,48732,68460,49392,55748,0,146388,4,36597,1,1,0,0,0,0,0,0,0
64,53196,1.093,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.093,1.093,0,-0.017974704,1.110974704,61932.65196,53196,0,53196,53196,0,53196,48877.93546,1.093,63,-0.176596351,0,0,0,0,0,0.352,1.093,1.093,1.093,1.093,1.093,0.475033738,0,0,0,0,0,0.388680863,0,0,0,0,0,63,0,1.093,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0,0,0,0,0,0,0,4,56,39,16,4,0,0.218289419,63720,50052,48732,56886,54168,0,146388,4,36597,1,1,0,0,0,0,0,0,0
65,117456,0.914,0.708,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.172850679,1.105,1.10825,0.175276337,-0.008069668,1.116319668,59538.53908,41079.49886,-1.1781363,53925,53334,-1.202272472,47300.16723,47300.16723,1.116319668,64,-0.036866676,0,0,0,0,0,0.206,0.914,0.914,0.914,0.914,0.914,0.290960452,0,0,0,0,0,0.255386478,0,0,0,0,0,64,0.181238111,1.116319668,1,0,0,0,0,0,0,0.730078087,0,0,0,0,0,0,0.030240719,0,0,0,0,0,0,0.741,0,0,0,0,0,0,0.044534413,0,0,0,0,0,0,5,57,40,17,5,0,0.218289419,53196,63720,50052,58458,55656,-0.19425,146388,4,36597,1,1,0,0,0,0,0,0,0
66,76944,0.929,0.679,0,0,0,0.903,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.159276018,1.105,1.1235,0.173119715,-0.001253162,1.124753162,58672.71468,62359.60314,-0.426870654,53925,53472,-0.438958707,45864.17585,45864.17585,1.124753162,65,0.118756192,0,0,0,0,0,0.25,0.929,0.929,0.929,0.026,0.929,0.368188513,0,0,0,0.028792913,0,0.313487611,0,0,0,0.028386185,0,65,0.174040998,1.124753162,1,0,0,0,0,0,0,0.725563848,0,0,0,0.903,0,0,0.064176086,0,0,0,0,0,0,0.741,0,0,0,0.903,0,0,0.083670715,0,0,0,0,0,0,1,58,41,1,6,0,0.181238111,117456,53196,63720,85326,78124,-0.1945,146388,4,36597,2,0,1,1,0,0,0,0,0
67,48648,1.096,0.715,0,0,0,0.79,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.008144796,1.105,1.13875,0.037541164,0.005128728,1.133621272,57762.27054,6574.586859,0.097858136,53925,53610,0.092557359,44887.0825,44887.0825,1.133621272,66,-0.144172503,0,0,0,0.34028312,0,0.381,1.096,1.096,1.096,0.306,1.096,0.532867133,0,0,0,0.387341772,0,0.427139925,0,0,0,0.327389522,0,66,0.033186808,1.133621272,0,0,0,0,1,0,0,0.715,0,0,0,0.89293321,0,0,0,0,0,0,0.115275374,0,0,0.715,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59,42,1,7,0,0.181238111,76944,117456,53196,97200,82532,-0.04275,146388,4,36597,2,0,1,1,0,0,0,0,0
68,53748,1.154,0.695,0.721,0,0.606,0.901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.154,1.154,0,0.013855236,1.140144764,55670.08912,53748,0,53748,53748,0,53748,46335.55107,1.154,67,-0.266820239,0,0,0,1.340265078,0,0.459,0.433,1.154,0.548,0.253,1.154,0.660431655,0.600554785,0,0.904290429,0.280799112,0,0.507077602,0.47035031,0,0.644109461,0.247484189,0,67,0,1.154,0,0,0,0,0,0,0,0.695,0.721,0,0.606,0.901,0,0,0,0,0,0,0,0,0,0.695,0.721,0,0.606,0.901,0,0,0,0,0,0,0,0,0,1,60,43,1,8,0,0.181238111,48648,76944,117456,62796,81016,0,82632,3,27544,4,0,0,1,1,1,0,0,0
69,152772,0.882,0.647,0.521,0,0.579,0.761,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.235701906,1.154,1.14825,0.231874592,0.00619272,1.14205728,56896.1881,52197.27681,-1.84237553,53748,56571,-1.70053561,48344.99592,48344.99592,1.14205728,68,-0.037486792,-0.150562416,0,-0.024183156,-0.084338348,0,0.235,0.361,0.882,0.303,0.121,0.882,0.363214838,0.692898273,0,0.523316062,0.159001314,0,0.309845762,0.526442014,0,0.420889578,0.147558698,0,68,0.227709489,1.14205728,1,1,0,0,1,0,0,0.717596403,0.661605435,0,0.579,0.866145905,0,0,0.098378981,0.212521584,0,0,0.121395141,0,0,0.705,0,0,0.579,0.901,0,0,0.082269504,0,0,0,0.155382908,0,0,2,61,44,2,9,0,0.181238111,53748,48648,76944,51198,59780,-0.26625,82632,3,27544,4,0,0,1,1,1,0,0,0
70,66576,1.011,0.654,0.578,0,0.537,0.691,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.123916811,1.154,1.1425,0.115098468,0.004022017,1.138477983,57263.65646,48784.74022,-0.238669346,53748,59394,-0.120921305,49792.07626,49792.07626,1.138477983,69,-0.019175664,-0.193907133,0,0.128566369,0.163030941,0,0.357,0.433,1.011,0.474,0.32,1.011,0.54587156,0.749134948,0,0.882681564,0.463096961,0,0.435587868,0.55912135,0,0.632697125,0.380555395,0,69,0.111972286,1.138477983,1,1,0,1,1,0,0,0.7169185,0.660942346,0,0.587312203,0.846687106,0,0,0.087762416,0.125491046,0,0.085665176,0.183877969,0,0,0.705,0,0,0,0.901,0,0,0.072340426,0,0,0,0.233074362,0,0,1,62,1,3,10,0,0.227709489,152772,53748,48648,103260,85056,-0.1315,82632,3,27544,4,0,0,1,1,1,0,0,0
71,63336,1.182,0.739,0.512,0,0.52,0.705,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.024263432,1.154,1.13675,-0.039806466,0.00760469,1.12914531,58221.79497,60802.87771,-0.178388033,53748,62217,-0.017985438,49938.67942,49938.67942,1.12914531,70,-2.670630876,2.346328335,0,0.650500034,-0.416315592,0,0.443,0.67,1.182,0.662,0.477,1.182,0.599458728,1.30859375,0,1.273076923,0.676595745,0,0.469665277,0.836638573,0,0.821134386,0.516765395,0,70,-0.046809467,1.12914531,0,1,0,1,1,0,0,0.739,0.655402699,0,0.582389307,0.826803042,0,0,0,0.218800898,0,0.107126464,0.147318087,0,0,0.739,0,0,0,0.901,0,0,0,0,0,0,0.217536071,0,0,1,63,1,4,11,0,0.227709489,66576,152772,53748,109674,91032,0.04525,82632,3,27544,4,0,0,1,1,1,0,0,0
