Week,VOLUME_OF_SALES,ACTUAL_PRICE,COMPETITOR1_PRICE,COMPETITOR2_PRICE,COMPETITOR3_PRICE,COMPETITOR4_PRICE,COMPETITOR5_PRICE,COMPETITOR6_PRICE,COMPETITOR7_PRICE,Promotion A dummy,Promotion B dummy,Promotion C dummy,Promotion D dummy,Promotion E dummy,Week from promotion start,Week 1,Week 2,Week 3,Week 4,Week 5,Week 6,Week 7,Promotion A dummy Week 1,Promotion A dummy Week 2,Promotion A dummy Week 3,Promotion A dummy Week 4,Promotion A dummy Week 5,Promotion A dummy Week 6,Promotion A dummy Week 7,Promotion B dummy Week 1,Promotion B dummy Week 2,Promotion B dummy Week 3,Promotion B dummy Week 4,Promotion B dummy Week 5,Promotion B dummy Week 6,Promotion B dummy Week 7,Promotion C dummy Week 1,Promotion C dummy Week 2,Promotion C dummy Week 3,Promotion C dummy Week 4,Promotion C dummy Week 5,Promotion C dummy Week 6,Promotion C dummy Week 7,Promotion D dummy Week 1,Promotion D dummy Week 2,Promotion D dummy Week 3,Promotion D dummy Week 4,Promotion D dummy Week 5,Promotion D dummy Week 6,Promotion D dummy Week 7,Promotion E dummy Week 1,Promotion E dummy Week 2,Promotion E dummy Week 3,Promotion E dummy Week 4,Promotion E dummy Week 5,Promotion E dummy Week 6,Promotion E dummy Week 7,TYPE_OF_PROMOTION_2,DISCOUNT1_ACTUAL_PRICE,BASE1_ACTUAL_PRICE,BASE2_ACTUAL_PRICE_x,DISCOUNT2_ACTUAL_PRICE_x,BASE2_ACTUAL_PRICE_HP_C,BASE2_ACTUAL_PRICE_HP_T,Intercept model 3,Model 3 smoothed volumes,DISCOUNT1_VOLUME_OF_SALES,BASE1_VOLUME_OF_SALES,BASE2_VOLUME_OF_SALES,DISCOUNT2_VOLUME_OF_SALES,Model 3 smoothed volumes filtered,trend,BASE2_ACTUAL_PRICE_HP_T ON PROM,id.1,Competitor1_Price_Impact,Competitor2_Price_Impact,Competitor3_Price_Impact,Competitor4_Price_Impact,Competitor5_Price_Impact,Competitor6_Price_Impact,Price_Diff_1,Price_Diff_2,Price_Diff_3,Price_Diff_4,Price_Diff_5,Price_Diff_6,Price_Relative_Diff__1,Price_Relative_Diff__2,Price_Relative_Diff__3,Price_Relative_Diff__4,Price_Relative_Diff__5,Price_Relative_Diff__6,Price_log_Diff_1,Price_log_Diff_2,Price_log_Diff_3,Price_log_Diff_4,Price_log_Diff_5,Price_log_Diff_6,Unnamed: 0_y,DISCOUNT2_ACTUAL_PRICE_y,BASE2_ACTUAL_PRICE_y,TYPE_COMPETITOR1_PRICE_3,TYPE_COMPETITOR2_PRICE_3,TYPE_COMPETITOR3_PRICE_3,TYPE_COMPETITOR4_PRICE_3,TYPE_COMPETITOR5_PRICE_3,TYPE_COMPETITOR6_PRICE_3,TYPE_COMPETITOR7_PRICE_3,BASE2_COMPETITOR1_PRICE,BASE2_COMPETITOR2_PRICE,BASE2_COMPETITOR3_PRICE,BASE2_COMPETITOR4_PRICE,BASE2_COMPETITOR5_PRICE,BASE2_COMPETITOR6_PRICE,BASE2_COMPETITOR7_PRICE,DISCOUNT2_COMPETITOR1_PRICE,DISCOUNT2_COMPETITOR2_PRICE,DISCOUNT2_COMPETITOR3_PRICE,DISCOUNT2_COMPETITOR4_PRICE,DISCOUNT2_COMPETITOR5_PRICE,DISCOUNT2_COMPETITOR6_PRICE,DISCOUNT2_COMPETITOR7_PRICE,BASE1_COMPETITOR1_PRICE,BASE1_COMPETITOR2_PRICE,BASE1_COMPETITOR3_PRICE,BASE1_COMPETITOR4_PRICE,BASE1_COMPETITOR5_PRICE,BASE1_COMPETITOR6_PRICE,BASE1_COMPETITOR7_PRICE,DISCOUNT1_COMPETITOR1_PRICE,DISCOUNT1_COMPETITOR2_PRICE,DISCOUNT1_COMPETITOR3_PRICE,DISCOUNT1_COMPETITOR4_PRICE,DISCOUNT1_COMPETITOR5_PRICE,DISCOUNT1_COMPETITOR6_PRICE,DISCOUNT1_COMPETITOR7_PRICE,time_from_prev2,time_from_prev_A,time_from_prev_B,time_from_prev_C,time_from_prev_D,time_from_prev_E,LAST_DISCOUNT,VOLUME_LAG1,VOLUME_LAG2,VOLUME_LAG3,VOLUME_AVGLAG2,VOLUME_AVGLAG3,BASE2_ACTUAL_PRICE_PROM,VOLUMES_LAST_PROM,TIME_LAST_PROM,AVG_VOL_LAST_PROM,COMPETITORS,COMP_1_only,COMP_2_only,COMP_2,COMP_3,COMP_4,COMP_5,COMP_6,COMP_7
72,65040,1.131,0.719,0.62,0,0.588,0.804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.131,1.131,0,0.0168001,1.1141999,58031.38331,65040,0,65040,65040,0,65040,47945.95911,1.131,71,-1.005927309,7.840338908,0,4.86056338,5.219478574,0,0.412,0.511,1.131,0.543,0.327,1.131,0.573018081,0.824193548,0,0.923469388,0.406716418,0,0.452996118,0.601137998,0,0.654130528,0.341258207,0,71,0,1.131,0,0,0,0,0,0,0,0.719,0.62,0,0.588,0.804,0,0,0,0,0,0,0,0,0,0.719,0.62,0,0.588,0.804,0,0,0,0,0,0,0,0,0,1,64,1,5,12,0,0.227709489,63336,66576,152772,64956,94228,0,104502,3,34834,4,0,0,1,1,1,0,0,0
73,165528,0.843,0.588,0.502,0,0.578,0.746,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.25464191,1.131,1.0995,0.233287858,0.004957142,1.094542858,61774.25449,56676.65515,-1.54501845,65040,65586,-1.523831305,44061.48888,44061.48888,1.094542858,72,-0.117925774,-0.123184665,0,-0.011007508,-0.046691548,0,0.255,0.341,0.843,0.265,0.097,0.843,0.433673469,0.679282869,0,0.458477509,0.13002681,0,0.36024001,0.518366838,0,0.377393089,0.122241358,0,72,0.229815449,1.094542858,1,1,0,0,0,0,0,0.69558572,0.64426771,0,0.578,0.746,0,0,0.154669248,0.220820798,0,0,0,0,0,0.729,0.62,0,0.578,0.746,0,0,0.193415638,0.190322581,0,0,0,0,0,2,65,2,6,13,0,0.227709489,65040,63336,66576,64188,64984,-0.2565,104502,3,34834,4,0,0,1,1,1,0,0,0
74,68976,0.932,0.643,0.548,0,0.56,0.766,0,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.175950486,1.131,1.068,0.127340824,-0.004755303,1.072755303,64011.07309,1411.955903,-0.060516605,65040,66132,-0.043004899,40242.24637,40242.24637,1.072755303,73,-0.160359819,-0.157095704,0,0.053389378,-0.045962259,0,0.289,0.384,0.932,0.372,0.166,0.932,0.449455677,0.700729927,0,0.664285714,0.216710183,0,0.37118809,0.531057528,0,0.509396031,0.196150645,0,73,0.131209142,1.072755303,1,1,0,0,0,0,0,0.683008032,0.641548072,0,0.56,0.766,0,0,0.058576225,0.145816153,0,0,0,0,0,0.729,0.62,0,0.56,0.766,0,0,0.117969822,0.116129032,0,0,0,0,0,1,1,3,7,14,0,0.229815449,165528,65040,63336,115284,97968,-0.136,104502,3,34834,4,0,0,1,1,1,0,0,0
75,48960,1.04,0.659,0.664,0,0.531,0.854,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08045977,1.131,1.0365,-0.003376749,-0.015414065,1.051914065,66150.73805,20286.44847,0.247232472,65040,66678,0.265724827,39706.72584,39706.72584,1.051914065,74,-0.08574913,-0.729454393,0,0.178455807,-0.395890076,0,0.381,0.376,1.04,0.509,0.186,1.04,0.57814871,0.56626506,0,0.958568738,0.217798595,0,0.456252458,0.448693843,0,0.672213971,0.197044798,0,74,0.011326082,1.051914065,0,0,0,0,0,0,0,0.659,0.664,0,0.531,0.854,0,0,0,0,0,0,0,0,0,0.659,0.664,0,0.531,0.854,0,0,0,0,0,0,0,0,0,1,1,4,8,15,0,0.229815449,68976,165528,65040,117252,99848,0.0035,104502,3,34834,4,0,0,1,1,1,0,0,0
76,67224,1.005,0.615,0.602,0,0.52,0.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.005,1.005,0,-0.029620445,1.034620445,70967.16884,67224,0,67224,67224,0,67224,41790.3925,1.005,75,-0.178983408,-0.250304767,0,-0.055532046,-0.144392778,0,0.39,0.403,1.005,0.485,0.197,1.005,0.634146341,0.669435216,0,0.932692308,0.243811881,0,0.491120553,0.512485375,0,0.658914009,0.218180762,0,75,0,1.005,1,0,0,1,0,0,0,0.6615107,0.602,0,0.549073471,0.808,0,0,0.070309822,0,0,0.052950056,0,0,0,0.659,0.602,0,0.56425,0.808,0,0,0.06676783,0,0,0.078422685,0,0,0,1,1,5,9,16,0,0.229815449,48960,68976,165528,58968,94488,0,85068,3,28356,4,0,0,1,1,1,0,0,0
77,57708,1.008,0.65,0.547,0,0.5,0.729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.008,1.008,0,-0.013934338,1.021934338,70659.17395,57708,0,57708,57708,0,57708,43886.68383,1.008,76,-0.402034058,0.645410632,0,0.271704336,0.690693943,0,0.358,0.461,1.008,0.508,0.279,1.008,0.550769231,0.842778793,0,1.016,0.382716049,0,0.438751086,0.611274646,0,0.70111535,0.324049717,0,76,0,1.008,0,1,0,1,1,0,0,0.65,0.640641738,0,0.547589905,0.827690349,0,0,0,0.14616865,0,0.086907929,0.119235834,0,0,0.65,0.633,0,0.56425,0.7956,0,0,0,0.135860979,0,0.113867966,0.083710407,0,0,2,2,6,10,17,0,0.229815449,67224,48960,68976,58092,61720,0,85068,3,28356,4,0,0,1,1,1,0,0,0
78,55392,1.056,0.657,0.608,0,0.558,0.739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.056,1.056,0,0.044046406,1.011953594,65731.25565,55392,0,55392,55392,0,55392,45932.39806,1.056,77,-0.268337983,-2.778689223,0,-2.89038342,-0.341798333,0,0.399,0.448,1.056,0.498,0.317,1.056,0.607305936,0.736842105,0,0.892473118,0.428958051,0,0.474559446,0.552068582,0,0.637884502,0.356945543,0,77,0,1.056,0,1,0,0,1,0,0,0.657,0.644116035,0,0.558,0.836735689,0,0,0,0.056070697,0,0,0.116805929,0,0,0.657,0.633,0,0.558,0.7956,0,0,0,0.039494471,0,0,0.071141277,0,0,3,3,7,11,18,0,0.229815449,57708,67224,48960,62466,57964,0,85068,3,28356,4,0,0,1,1,1,0,0,0
79,62100,1.048,0.649,0.673,0,0.548,0.859,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,-0.024437928,1.023,1.0276,-0.019852083,0.026217371,1.001382629,71338.54615,-14276.50114,-0.033140347,60108,59222.4,-0.048589723,49246.46504,49246.46504,1.001382629,78,-0.100549198,0.882802938,0,-0.147985714,1.340882738,0,0.399,0.375,1.048,0.5,0.189,1.048,0.614791988,0.557206538,0,0.912408759,0.220023283,0,0.479206148,0.442893535,0,0.648363578,0.198869943,0,78,-0.046553006,1.001382629,0,0,0,0,0,0,0,0.649,0.673,0,0.548,0.859,0,0,0,0,0,0,0,0,0,0.649,0.673,0,0.548,0.859,0,0,0,0,0,0,0,0,0,4,4,8,12,19,0,0.229815449,55392,57708,67224,56550,60108,0.0204,85068,3,28356,4,0,0,1,1,1,0,0,0
80,116160,0.857,0.644,0.643,0,0.545,0.851,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.16226784,1.023,0.9992,0.142313851,0.007869501,0.991330499,72370.54765,101575.6031,-0.932521461,60108,63052.8,-0.84226553,56093.77481,56093.77481,0.991330499,79,-0.008849951,-0.051206106,0,-0.006288633,-0.010698241,0,0.213,0.214,0.857,0.312,0.006,0.857,0.330745342,0.33281493,0,0.572477064,0.007050529,0,0.285739192,0.287293194,0,0.452652124,0.00702579,0,79,0.135505262,0.991330499,0,0,0,0,0,0,0,0.644,0.643,0,0.545,0.851,0,0,0,0,0,0,0,0,0,0.644,0.643,0,0.545,0.851,0,0,0,0,0,0,0,0,0,1,5,9,1,20,0,0.229815449,62100,55392,57708,58746,58400,-0.1422,85068,3,28356,4,0,0,1,1,1,0,0,0
81,75096,0.905,0.595,0.574,0,0.549,0.716,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.115347019,1.023,0.9708,0.067779151,-0.014728,0.985528,72966.26106,33022.58686,-0.249351168,60108,66883.2,-0.122793168,62386.92078,62386.92078,0.985528,80,0.215231367,0.30355226,0,-0.020761505,0.448744936,0,0.31,0.331,0.905,0.356,0.189,0.905,0.521008403,0.576655052,0,0.64845173,0.26396648,0,0.419373538,0.455305547,0,0.499836502,0.234254777,0,80,0.081710514,0.985528,1,1,0,0,1,0,0,0.656578432,0.639242991,0,0.549,0.836798082,0,0,0.093786863,0.102062897,0,0,0.144357503,0,0,0.65,0.658,0,0.549,0.855,0,0,0.084615385,0.127659574,0,0,0.162573099,0,0,1,6,10,1,21,0,0.229815449,116160,62100,55392,89130,77884,-0.0658,85068,3,28356,4,0,0,1,1,1,0,0,0
82,123408,0.807,0.635,0.569,0,0.545,0.775,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.211143695,1.023,0.9424,0.143675722,-0.046092874,0.988492874,72661.87235,96926.42486,-1.053104412,60108,70713.6,-0.745180559,68586.67923,68586.67923,0.988492874,81,0.104497239,-0.013540039,0,-0.011325293,0.128085739,0,0.172,0.238,0.807,0.262,0.032,0.807,0.270866142,0.41827768,0,0.480733945,0.041290323,0,0.239698669,0.349443234,0,0.392537874,0.040460639,0,81,0.183605647,0.988492874,1,1,0,0,1,0,0,0.661673246,0.630588819,0,0.545,0.826612019,0,0,0.04031181,0.097668745,0,0,0.062438021,0,0,0.65,0.658,0,0.545,0.855,0,0,0.023076923,0.135258359,0,0,0.093567251,0,0,1,7,11,1,22,0,0.229815449,75096,116160,62100,95628,84452,-0.1354,85068,3,28356,4,0,0,1,1,1,0,0,0
83,74544,0.914,0.619,0.556,0,0.531,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.914,0.914,0,-0.089270066,1.003270066,80309.68061,74544,0,74544,74544,0,74544,72217.39299,0.914,82,0.06363566,0.057701272,0,0.064876264,0.146644274,0,0.295,0.358,0.914,0.383,0.184,0.914,0.476575121,0.643884892,0,0.721280603,0.252054795,0,0.389725299,0.497062277,0,0.54306855,0.224786037,0,82,0,0.914,1,1,0,0,1,0,0,0.666603373,0.618621035,0,0.531,0.812892992,0,0,0.071411839,0.101226812,0,0,0.101972821,0,0,0.65,0.658,0,0.531,0.855,0,0,0.047692308,0.155015198,0,0,0.14619883,0,0,1,8,12,1,23,0,0.183605647,123408,75096,116160,99252,104888,0,116892,4,29223,4,0,0,1,1,1,0,0,0
84,59820,1.087,0.685,0.627,0,0.568,0.812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087,1.087,0,0.058704767,1.028295233,62548.64175,59820,0,59820,59820,0,59820,73637.37952,1.087,83,-0.539809062,-0.646502847,0,-0.352771984,-0.568692992,0,0.402,0.46,1.087,0.519,0.275,1.087,0.586861314,0.733652313,0,0.913732394,0.338669951,0,0.461758049,0.550230346,0,0.649055468,0.291676547,0,83,0,1.087,0,0,0,0,0,0,0,0.685,0.627,0,0.568,0.812,0,0,0,0,0,0,0,0,0,0.685,0.627,0,0.568,0.812,0,0,0,0,0,0,0,0,0,2,9,13,2,24,0,0.183605647,74544,123408,75096,98976,91016,0,116892,4,29223,4,0,0,1,1,1,0,0,0
85,169380,0.806,0.681,0.559,0,0.561,0.75,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.194402799,1.0005,1.0892,0.260007345,0.036122976,1.053077024,66031.34286,93003.49886,-1.521211039,67182,58219.2,-1.909349493,73437.61691,73437.61691,1.053077024,84,-0.003188334,-0.059215549,0,-0.0067289,-0.041689822,0,0.125,0.247,0.806,0.245,0.056,0.806,0.183553598,0.441860465,0,0.436720143,0.074666667,0,0.168521436,0.365934269,0,0.362362837,0.072010536,0,84,0.234623886,1.053077024,0,0,0,0,0,0,0,0.681,0.559,0,0.561,0.75,0,0,0,0,0,0,0,0,0,0.681,0.559,0,0.561,0.75,0,0,0,0,0,0,0,0,0,3,10,14,3,25,0,0.183605647,59820,74544,123408,67182,85924,-0.2832,116892,4,29223,4,0,0,1,1,1,0,0,0
86,64704,0.952,0.645,0.514,0,0.518,0.711,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.048475762,1.0005,1.0914,0.127725857,0.018405433,1.072994567,63986.50903,50119.60314,0.03688488,67182,56618.4,-0.142808698,70827.34537,70827.34537,1.072994567,85,0.085540227,0.130261392,0,0.124028247,0.08414307,0,0.307,0.438,0.952,0.434,0.241,0.952,0.475968992,0.852140078,0,0.837837838,0.338959212,0,0.389314718,0.616341769,0,0.608589793,0.291892605,0,85,0.112763448,1.072994567,0,1,0,0,1,0,0,0.645,0.575472969,0,0.518,0.772514378,0,0,0,0.106821644,0,0,0.079628781,0,0,0.645,0.593,0,0.518,0.781,0,0,0,0.133220911,0,0,0.089628681,0,0,1,11,15,1,26,0,0.183605647,169380,59820,74544,114600,101248,-0.1394,116892,4,29223,4,0,0,1,1,1,0,0,0
87,144768,0.862,0.669,0.455,1.254,0.497,0.65,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.138430785,1.0005,1.0936,0.211777615,0.006560714,1.087039286,62544.6085,102694.5869,-1.15486291,67182,55017.6,-1.631303437,66972.39324,66972.39324,1.087039286,86,0.030070827,-0.092764699,0,-0.032762979,-0.069335249,0,0.193,0.407,-0.392,0.365,0.212,0.862,0.288490284,0.894505495,-0.312599681,0.734406439,0.326153846,0,0.253471211,0.638957852,-0.374838451,0.550665245,0.282282908,0,86,0.20702038,1.087039286,1,1,0,1,1,0,0,0.678646414,0.567074919,1.254,0.530418438,0.76809074,0,0,0.014214197,0.197636882,0,0.063003916,0.153745819,0,0,0.670333333,0.593,1.254,0.547,0.781,0,0,0.00198906,0.232715008,0,0.091407678,0.167733675,0,0,1,12,16,1,27,0,0.183605647,64704,169380,59820,117042,97968,-0.2316,116892,4,29223,5,0,0,1,1,1,1,0,0
88,69348,0.988,0.633,0,1.184,0.369,0.669,0,0,0,0,1,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.012493753,1.0005,1.0958,0.098375616,-0.000243148,1.096043148,61620.22732,42866.42486,-0.032240779,67182,53416.8,-0.298243249,60967.81468,60967.81468,1.096043148,87,0.103290988,1.919490851,0.107148612,0.494355793,-0.056108194,0,0.355,0.988,-0.196,0.619,0.319,0.988,0.560821485,0,-0.165540541,1.677506775,0.476831091,0,0.445212276,0,-0.180971118,0.984886054,0.389898638,0,87,0.098575633,1.096043148,1,0,0,1,1,0,0,0.68358908,0,1.184,0.527842514,0.768431482,0,0,0.074005102,0,0,0.300927851,0.129395378,0,0,0.670333333,0,1.184,0.547,0.781,0,0,0.055693685,0,0,0.325411335,0.14340589,0,0,1,13,17,1,28,0,0.20702038,144768,64704,169380,104736,126284,-0.1078,116892,4,29223,4,0,0,1,1,1,0,0,0
89,51816,1.098,0.707,0,1.204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.098,1.098,0,-0.003494192,1.101494192,61419.32714,51816,0,51816,51816,0,51816,55480.8832,1.098,88,-0.462413483,0,-0.066816046,3.955509925,3.955509925,0,0.391,1.098,-0.106,1.098,1.098,1.098,0.553041018,0,-0.088039867,0,0,0,0.440214956,0,-0.092159004,0,0,0,88,0,1.098,0,0,0,0,0,0,0,0.707,0,1.204,0,0,0,0,0,0,0,0,0,0,0,0.707,0,1.204,0,0,0,0,0,0,0,0,0,0,0,1,14,18,1,29,0,0.20702038,69348,144768,64704,107058,92940,0,224928,4,56232,2,0,1,1,0,0,0,0,0
90,133080,0.895,0.621,0,1.138,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.184881603,1.098,1.101125,0.187194914,-0.003731144,1.104856144,60715.44138,53724.52038,-1.568318666,51816,51109.5,-1.603821207,51368.73331,51368.73331,1.104856144,89,-0.077561237,0,-0.034952894,0,0,0,0.274,0.895,-0.243,0.895,0.895,0.895,0.441223833,0,-0.213532513,0,0,0,0.365492636,0,-0.240203896,0,0,0,89,0.18993979,1.104856144,1,0,1,0,0,0,0,0.687944455,0,1.202352899,0,0,0,0,0.097310843,0,0.053522472,0,0,0,0,0.707,0,0,0,0,0,0,0.121640736,0,0,0,0,0,0,2,15,19,2,30,0,0.20702038,51816,69348,144768,60582,88644,-0.206125,224928,4,56232,2,0,1,1,0,0,0,0,0
91,73056,0.814,0.64,0,1.165,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0.258652095,1.098,1.10425,0.262848087,-0.002993307,1.107243307,60470.3633,45760.76796,-0.409911996,51816,50403,-0.449437533,49122.01123,49122.01123,1.107243307,90,-0.06783438,0,-0.05260286,0,0,0,0.174,0.814,-0.351,0.814,0.814,0.814,0.271875,0,-0.301287554,0,0,0,0.24049219,0,-0.358516,0,0,0,90,0.264840894,1.107243307,1,0,1,0,0,0,0,0.68549407,0,1.203066966,0,0,0,0,0.066366833,0,0.031641602,0,0,0,0,0.707,0,0,0,0,0,0,0.09476662,0,0,0,0,0,0,1,16,20,3,1,0,0.20702038,133080,51816,69348,92448,84748,-0.29025,224928,4,56232,2,0,1,1,0,0,0,0,0
92,53904,0.925,0.682,0,1.192,0,0,0,0,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0.157559199,1.098,1.107375,0.164691274,-0.002021874,1.109396874,60249.26747,3911.085196,-0.040296434,51816,49696.5,-0.08466391,49466.94187,49466.94187,1.109396874,91,-0.250328947,0,-0.088405563,0,0,0,0.243,0.925,-0.267,0.925,0.925,0.925,0.356304985,0,-0.223993289,0,0,0,0.30476408,0,-0.25359411,0,0,0,91,0.166213623,1.109396874,0,0,0,0,0,0,0,0.682,0,1.192,0,0,0,0,0,0,0,0,0,0,0,0.682,0,1.192,0,0,0,0,0,0,0,0,0,0,0,1,17,21,4,1,0,0.264840894,73056,133080,51816,103068,85984,-0.182375,224928,4,56232,2,0,1,1,0,0,0,0,0
93,131976,0.926,0.646,0,1.214,0,0,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0.156648452,1.098,1.1105,0.166141378,-0.001258703,1.111758703,60006.79035,90879.53213,-1.547012506,51816,48990,-1.693937538,52793.62581,52793.62581,1.111758703,92,-0.036445492,0,0.012743013,0,0,0,0.28,0.926,-0.288,0.926,0.926,0.926,0.433436533,0,-0.23723229,0,0,0,0.360074731,0,-0.270801737,0,0,0,92,0.16708545,1.111758703,1,0,0,0,0,0,0,0.676370528,0,1.214,0,0,0,0,0.044902205,0,0,0,0,0,0,0.682,0,1.214,0,0,0,0,0.052785924,0,0,0,0,0,0,1,18,22,5,1,0,0.264840894,53904,73056,133080,63480,86680,-0.1845,224928,4,56232,2,0,1,1,0,0,0,0,0
94,63696,1.005,0.612,0,1.228,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0.084699454,1.098,1.113625,0.097541812,-0.000943468,1.114568468,59718.32595,59718.32595,-0.229272811,51816,48283.5,-0.319208425,54936.57797,54936.57797,1.114568468,93,0.10172972,0,-0.022290037,0,0,0,0.393,1.005,-0.223,1.005,1.005,1.005,0.642156863,0,-0.181596091,0,0,0,0.496010538,0,-0.200399288,0,0,0,93,0.098305731,1.114568468,1,0,0,0,0,0,0,0.673003889,0,1.228,0,0,0,0,0.090644184,0,0,0,0,0,0,0.682,0,1.228,0,0,0,0,0.102639296,0,0,0,0,0,0,1,19,23,6,1,0,0.264840894,131976,53904,73056,92940,86312,-0.108625,224928,4,56232,2,0,1,1,0,0,0,0,0
95,128880,0.885,0.664,0,1.283,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0.193989071,1.098,1.11675,0.207521827,-0.001189971,1.117939971,59372.19077,59372.19077,-1.487262622,51816,47577,-1.708871934,55538.90391,55538.90391,1.117939971,94,0.083027713,0,0.043765861,0,0,0,0.221,0.885,-0.398,0.885,0.885,0.885,0.332831325,0,-0.310210444,0,0,0,0.287305496,0,-0.37136872,0,0,0,94,0.208365365,1.117939971,1,0,0,0,0,0,0,0.672336295,0,1.283,0,0,0,0,0.012398996,0,0,0,0,0,0,0.682,0,1.283,0,0,0,0,0.026392962,0,0,0,0,0,0,1,20,24,7,1,0,0.264840894,63696,131976,53904,97836,83192,-0.23175,224928,4,56232,2,0,1,1,0,0,0,0,0
